Symbol,Name,Label
ENV,"Envestnet, Inc","Envestnet, Inc (ENV)"
ENVE,,ENVE
ENZ,"Enzo Biochem, Inc.","Enzo Biochem, Inc. (ENZ)"
ENZN,,ENZN
EOG,"EOG Resources, Inc.","EOG Resources, Inc. (EOG)"
EOPN,,EOPN
EOX,,EOX
EPAM,"EPAM Systems, Inc.","EPAM Systems, Inc. (EPAM)"
EPAY,"Bottomline Technologies, Inc.","Bottomline Technologies, Inc. (EPAY)"
EPIQ,,EPIQ
EPL,,EPL
EPM,"Evolution Petroleum Corporation, Inc.","Evolution Petroleum Corporation, Inc. (EPM)"
EPR,EPR Properties,EPR Properties (EPR)
EPZM,"Epizyme, Inc.","Epizyme, Inc. (EPZM)"
EQIX,"Equinix, Inc.","Equinix, Inc. (EQIX)"
EQR,Equity Residential,Equity Residential (EQR)
EQT,EQT Corporation,EQT Corporation (EQT)
EQU,,EQU
EQY,,EQY
ERA,"Era Group, Inc.","Era Group, Inc. (ERA)"
ERIE,Erie Indemnity Company,Erie Indemnity Company (ERIE)
ERII,"Energy Recovery, Inc.","Energy Recovery, Inc. (ERII)"
EROS,Eros International PLC,Eros International PLC (EROS)
ES,Eversource Energy,Eversource Energy (ES)
ESBF,,ESBF
ESC,,ESC
ESCA,"Escalade, Incorporated","Escalade, Incorporated (ESCA)"
ESE,ESCO Technologies Inc.,ESCO Technologies Inc. (ESE)
ESGR,Enstar Group Limited,Enstar Group Limited (ESGR)
ESI,,ESI
ESIO,"Electro Scientific Industries, Inc.","Electro Scientific Industries, Inc. (ESIO)"
ESL,Esterline Technologies Corporation,Esterline Technologies Corporation (ESL)
ESNT,Essent Group Ltd.,Essent Group Ltd. (ESNT)
ESPR,"Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc. (ESPR)"
ESRT,"Empire State Realty Trust, Inc.","Empire State Realty Trust, Inc. (ESRT)"
ESRX,Express Scripts Holding Company,Express Scripts Holding Company (ESRX)
ESS,"Essex Property Trust, Inc.","Essex Property Trust, Inc. (ESS)"
ESSA,"ESSA Bancorp, Inc.","ESSA Bancorp, Inc. (ESSA)"
ESV,ENSCO plc,ENSCO plc (ESV)
ETFC,E*TRADE Financial Corporation,E*TRADE Financial Corporation (ETFC)
ETH,Ethan Allen Interiors Inc.,Ethan Allen Interiors Inc. (ETH)
ETM,Entercom Communications Corp.,Entercom Communications Corp. (ETM)
ETN,"Eaton Corporation, PLC","Eaton Corporation, PLC (ETN)"
ETR,Entergy Corporation,Entergy Corporation (ETR)
EV,Eaton Vance Corporation,Eaton Vance Corporation (EV)
EVC,Entravision Communications Corporation,Entravision Communications Corporation (EVC)
EVDY,,EVDY
EVER,"EverQuote, Inc.","EverQuote, Inc. (EVER)"
EVHC,,EVHC
EVR,Evercore Inc.,Evercore Inc. (EVR)
EVRY,,EVRY
EVTC,"Evertec, Inc.","Evertec, Inc. (EVTC)"
EW,Edwards Lifesciences Corporation,Edwards Lifesciences Corporation (EW)
EWBC,"East West Bancorp, Inc.","East West Bancorp, Inc. (EWBC)"
EXAC,,EXAC
EXAM,,EXAM
EXAR,,EXAR
EXAS,Exact Sciences Corporation,Exact Sciences Corporation (EXAS)
EXC,Exelon Corporation,Exelon Corporation (EXC)
EXEL,"Exelixis, Inc.","Exelixis, Inc. (EXEL)"
EXH,,EXH
EXL,,EXL
EXLS,"ExlService Holdings, Inc.","ExlService Holdings, Inc. (EXLS)"
EXP,Eagle Materials Inc,Eagle Materials Inc (EXP)
EXPD,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. (EXPD)"
EXPE,"Expedia Group, Inc.","Expedia Group, Inc. (EXPE)"
EXPO,"Exponent, Inc.","Exponent, Inc. (EXPO)"
EXPR,"Express, Inc.","Express, Inc. (EXPR)"
EXR,Extra Space Storage Inc,Extra Space Storage Inc (EXR)
EXTR,"Extreme Networks, Inc.","Extreme Networks, Inc. (EXTR)"
EXXI,,EXXI
EZPW,"EZCORP, Inc.","EZCORP, Inc. (EZPW)"
F,Ford Motor Company,Ford Motor Company (F)
FAF,First American Corporation (The),First American Corporation (The) (FAF)
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc. (FANG)"
FARM,Farmer Brothers Company,Farmer Brothers Company (FARM)
FARO,"FARO Technologies, Inc.","FARO Technologies, Inc. (FARO)"
FAST,Fastenal Company,Fastenal Company (FAST)
FB,"Facebook, Inc.","Facebook, Inc. (FB)"
FBC,"Flagstar Bancorp, Inc.","Flagstar Bancorp, Inc. (FBC)"
FBHS,"Fortune Brands Home & Security, Inc.","Fortune Brands Home & Security, Inc. (FBHS)"
FBIZ,"First Business Financial Services, Inc.","First Business Financial Services, Inc. (FBIZ)"
FBNC,First Bancorp,First Bancorp (FBNC)
FBNK,,FBNK
FBP,First BanCorp.,First BanCorp. (FBP)
FBRC,,FBRC
FC,Franklin Covey Company,Franklin Covey Company (FC)
FCBC,"First Community Bankshares, Inc.","First Community Bankshares, Inc. (FCBC)"
FCEL,"FuelCell Energy, Inc.","FuelCell Energy, Inc. (FCEL)"
FCE_A,,FCE_A
FCF,First Commonwealth Financial Corporation,First Commonwealth Financial Corporation (FCF)
FCFS,"FirstCash, Inc.","FirstCash, Inc. (FCFS)"
FCH,,FCH
FCN,"FTI Consulting, Inc.","FTI Consulting, Inc. (FCN)"
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. (FCNCA)"
FCS,,FCS
FCSC,Fibrocell Science Inc.,Fibrocell Science Inc. (FCSC)
FCX,"Freeport-McMoran, Inc.","Freeport-McMoran, Inc. (FCX)"
FDEF,First Defiance Financial Corp.,First Defiance Financial Corp. (FDEF)
FDML,,FDML
FDO,,FDO
FDP,"Fresh Del Monte Produce, Inc.","Fresh Del Monte Produce, Inc. (FDP)"
FDS,FactSet Research Systems Inc.,FactSet Research Systems Inc. (FDS)
FDUS,Fidus Investment Corporation,Fidus Investment Corporation (FDUS)
FDX,FedEx Corporation,FedEx Corporation (FDX)
FE,FirstEnergy Corp.,FirstEnergy Corp. (FE)
FEIC,,FEIC
FELE,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. (FELE)"
FET,"Forum Energy Technologies, Inc.","Forum Energy Technologies, Inc. (FET)"
FF,FutureFuel Corp.,FutureFuel Corp. (FF)
FFBC,First Financial Bancorp.,First Financial Bancorp. (FFBC)
FFBH,,FFBH
FFG,"FBL Financial Group, Inc.","FBL Financial Group, Inc. (FFG)"
FFIC,Flushing Financial Corporation,Flushing Financial Corporation (FFIC)
FFIN,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. (FFIN)"
FFIV,"F5 Networks, Inc.","F5 Networks, Inc. (FFIV)"
FFKT,,FFKT
FFNW,"First Financial Northwest, Inc.","First Financial Northwest, Inc. (FFNW)"
FGL,,FGL
FHCO,,FHCO
FHN,First Horizon National Corporation,First Horizon National Corporation (FHN)
FIBK,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. (FIBK)"
FICO,Fair Isaac Corporation,Fair Isaac Corporation (FICO)
FII,"Federated Investors, Inc.","Federated Investors, Inc. (FII)"
FINL,,FINL
FIO,,FIO
FIS,"Fidelity National Information Services, Inc.","Fidelity National Information Services, Inc. (FIS)"
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. (FISI)"
FISV,"Fiserv, Inc.","Fiserv, Inc. (FISV)"
FITB,Fifth Third Bancorp,Fifth Third Bancorp (FITB)
FIVE,"Five Below, Inc.","Five Below, Inc. (FIVE)"
FIVN,"Five9, Inc.","Five9, Inc. (FIVN)"
FIX,"Comfort Systems USA, Inc.","Comfort Systems USA, Inc. (FIX)"
FIZZ,National Beverage Corp.,National Beverage Corp. (FIZZ)
FL,"Foot Locker, Inc.","Foot Locker, Inc. (FL)"
FLDM,Fluidigm Corporation,Fluidigm Corporation (FLDM)
FLIC,The First of Long Island Corporation,The First of Long Island Corporation (FLIC)
FLIR,"FLIR Systems, Inc.","FLIR Systems, Inc. (FLIR)"
FLO,"Flowers Foods, Inc.","Flowers Foods, Inc. (FLO)"
FLR,Fluor Corporation,Fluor Corporation (FLR)
FLS,Flowserve Corporation,Flowserve Corporation (FLS)
FLT,"FleetCor Technologies, Inc.","FleetCor Technologies, Inc. (FLT)"
FLTX,,FLTX
FLWS,"1-800 FLOWERS.COM, Inc.","1-800 FLOWERS.COM, Inc. (FLWS)"
FLXN,"Flexion Therapeutics, Inc.","Flexion Therapeutics, Inc. (FLXN)"
FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. (FLXS)"
FMBI,"First Midwest Bancorp, Inc.","First Midwest Bancorp, Inc. (FMBI)"
FMC,FMC Corporation,FMC Corporation (FMC)
FMD,,FMD
FMER,,FMER
FMI,,FMI
FN,Fabrinet,Fabrinet (FN)
FNB,F.N.B. Corporation,F.N.B. Corporation (FNB)
FNF,"Fidelity National Financial, Inc.","Fidelity National Financial, Inc. (FNF)"
FNFG,,FNFG
FNGN,,FNGN
FNHC,FedNat Holding Company,FedNat Holding Company (FNHC)
FNLC,"First Bancorp, Inc (ME)","First Bancorp, Inc (ME) (FNLC)"
FNSR,Finisar Corporation,Finisar Corporation (FNSR)
FOE,Ferro Corporation,Ferro Corporation (FOE)
FOLD,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. (FOLD)"
FOR,Forestar Group Inc,Forestar Group Inc (FOR)
FORM,"FormFactor, Inc.","FormFactor, Inc. (FORM)"
FORR,"Forrester Research, Inc.","Forrester Research, Inc. (FORR)"
FOSL,"Fossil Group, Inc.","Fossil Group, Inc. (FOSL)"
FOX,"Twenty-First Century Fox, Inc.","Twenty-First Century Fox, Inc. (FOX)"
FOXA,"Twenty-First Century Fox, Inc.","Twenty-First Century Fox, Inc. (FOXA)"
FOXF,Fox Factory Holding Corp.,Fox Factory Holding Corp. (FOXF)
FPO,,FPO
FPRX,"Five Prime Therapeutics, Inc.","Five Prime Therapeutics, Inc. (FPRX)"
FR,"First Industrial Realty Trust, Inc.","First Industrial Realty Trust, Inc. (FR)"
FRAN,,FRAN
FRBK,"Republic First Bancorp, Inc.","Republic First Bancorp, Inc. (FRBK)"
FRC,FIRST REPUBLIC BANK,FIRST REPUBLIC BANK (FRC)
FRED,"Fred's, Inc.","Fred's, Inc. (FRED)"
FRF,,FRF
FRGI,"Fiesta Restaurant Group, Inc.","Fiesta Restaurant Group, Inc. (FRGI)"
FRM,,FRM
FRME,First Merchants Corporation,First Merchants Corporation (FRME)
FRNK,,FRNK
FRO,Frontline Ltd.,Frontline Ltd. (FRO)
FRP,,FRP
FRSH,"Papa Murphy's Holdings, Inc.","Papa Murphy's Holdings, Inc. (FRSH)"
FRT,Federal Realty Investment Trust,Federal Realty Investment Trust (FRT)
FRX,,FRX
FSC,,FSC
FSGI,,FSGI
FSL,,FSL
FSLR,"First Solar, Inc.","First Solar, Inc. (FSLR)"
FSP,Franklin Street Properties Corp.,Franklin Street Properties Corp. (FSP)
FSS,Federal Signal Corporation,Federal Signal Corporation (FSS)
FST,,FST
FSTR,L.B. Foster Company,L.B. Foster Company (FSTR)
FSYS,,FSYS
FTD,"FTD Companies, Inc.","FTD Companies, Inc. (FTD)"
FTI,TechnipFMC plc,TechnipFMC plc (FTI)
FTK,"Flotek Industries, Inc.","Flotek Industries, Inc. (FTK)"
FTNT,"Fortinet, Inc.","Fortinet, Inc. (FTNT)"
FTR,Frontier Communications Corporation,Frontier Communications Corporation (FTR)
FTV,Fortive Corporation,Fortive Corporation (FTV)
FUBC,,FUBC
FUEL,,FUEL
FUL,H. B. Fuller Company,H. B. Fuller Company (FUL)
FULT,Fulton Financial Corporation,Fulton Financial Corporation (FULT)
FUR,,FUR
FURX,,FURX
FVE,Five Star Senior Living Inc.,Five Star Senior Living Inc. (FVE)
FWM,,FWM
FWRD,Forward Air Corporation,Forward Air Corporation (FWRD)
FXCB,,FXCB
FXCM,,FXCM
FXEN,,FXEN
G,Genpact Limited,Genpact Limited (G)
GABC,"German American Bancorp, Inc.","German American Bancorp, Inc. (GABC)"
GAIA,"Gaia, Inc.","Gaia, Inc. (GAIA)"
GAIN,Gladstone Investment Corporation,Gladstone Investment Corporation (GAIN)
GALE,,GALE
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. (GALT)
GARS,Garrison Capital Inc.,Garrison Capital Inc. (GARS)
GAS,,GAS
GB,,GB
GBCI,"Glacier Bancorp, Inc.","Glacier Bancorp, Inc. (GBCI)"
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. (GBDC)"
GBL,"Gamco Investors, Inc.","Gamco Investors, Inc. (GBL)"
GBLI,Global Indemnity Limited,Global Indemnity Limited (GBLI)
GBNK,Guaranty Bancorp,Guaranty Bancorp (GBNK)
GBX,"Greenbrier Companies, Inc. (The)","Greenbrier Companies, Inc. (The) (GBX)"
GCA,,GCA
GCAP,"GAIN Capital Holdings, Inc.","GAIN Capital Holdings, Inc. (GCAP)"
GCI,TEGNA Inc.,TEGNA Inc. (GCI)
GCO,Genesco Inc.,Genesco Inc. (GCO)
GD,General Dynamics Corporation,General Dynamics Corporation (GD)
GDOT,Green Dot Corporation,Green Dot Corporation (GDOT)
GDP,Goodrich Petroleum Corporation,Goodrich Petroleum Corporation (GDP)
GE,General Electric Company,General Electric Company (GE)
GEF,Greif Bros. Corporation,Greif Bros. Corporation (GEF)
GEO,Geo Group Inc (The),Geo Group Inc (The) (GEO)
GEOS,Geospace Technologies Corporation,Geospace Technologies Corporation (GEOS)
GERN,Geron Corporation,Geron Corporation (GERN)
GES,"Guess?, Inc.","Guess?, Inc. (GES)"
GEVA,,GEVA
GFF,Griffon Corporation,Griffon Corporation (GFF)
GFIG,,GFIG
GFN,General Finance Corporation,General Finance Corporation (GFN)
GGG,Graco Inc.,Graco Inc. (GGG)
GGP,,GGP
GHC,Graham Holdings Company,Graham Holdings Company (GHC)
GHDX,"Genomic Health, Inc.","Genomic Health, Inc. (GHDX)"
GHL,"Greenhill & Co., Inc.","Greenhill & Co., Inc. (GHL)"
GHM,Graham Corporation,Graham Corporation (GHM)
GIFI,"Gulf Island Fabrication, Inc.","Gulf Island Fabrication, Inc. (GIFI)"
GIII,"G-III Apparel Group, LTD.","G-III Apparel Group, LTD. (GIII)"
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc. (GILD)"
GIMO,,GIMO
GIS,"General Mills, Inc.","General Mills, Inc. (GIS)"
GK,,GK
GLAD,Gladstone Capital Corporation,Gladstone Capital Corporation (GLAD)
GLDD,Great Lakes Dredge & Dock Corporation,Great Lakes Dredge & Dock Corporation (GLDD)
GLF,"GulfMark Offshore, Inc.","GulfMark Offshore, Inc. (GLF)"
GLNG,Golar LNG Limited,Golar LNG Limited (GLNG)
GLOG,GasLog LP.,GasLog LP. (GLOG)
GLPW,,GLPW
GLRE,"Greenlight Reinsurance, Ltd.","Greenlight Reinsurance, Ltd. (GLRE)"
GLRI,,GLRI
GLT,Glatfelter,Glatfelter (GLT)
GLUU,Glu Mobile Inc.,Glu Mobile Inc. (GLUU)
GLW,Corning Incorporated,Corning Incorporated (GLW)
GM,General Motors Company,General Motors Company (GM)
GMAN,,GMAN
GMCR,,GMCR
GME,Gamestop Corporation,Gamestop Corporation (GME)
GMED,"Globus Medical, Inc.","Globus Medical, Inc. (GMED)"
GMO,"General Moly, Inc","General Moly, Inc (GMO)"
GMT,,GMT
GNC,"GNC Holdings, Inc.","GNC Holdings, Inc. (GNC)"
GNCA,"Genocea Biosciences, Inc.","Genocea Biosciences, Inc. (GNCA)"
GNCMA,,GNCMA
GNE,Genie Energy Ltd.,Genie Energy Ltd. (GNE)
GNMK,"GenMark Diagnostics, Inc.","GenMark Diagnostics, Inc. (GNMK)"
GNRC,Generac Holdlings Inc.,Generac Holdlings Inc. (GNRC)
GNTX,Gentex Corporation,Gentex Corporation (GNTX)
GNW,Genworth Financial Inc,Genworth Financial Inc (GNW)
GOGO,Gogo Inc.,Gogo Inc. (GOGO)
GOLD,Randgold Resources Limited,Randgold Resources Limited (GOLD)
GOOD,Gladstone Commercial Corporation,Gladstone Commercial Corporation (GOOD)
GOOG,Alphabet Inc.,Alphabet Inc. (GOOG)
GORO,Gold Resource Corporation,Gold Resource Corporation (GORO)
GOV,Government Properties Income Trust,Government Properties Income Trust (GOV)
GPC,Genuine Parts Company,Genuine Parts Company (GPC)
GPI,"Group 1 Automotive, Inc.","Group 1 Automotive, Inc. (GPI)"
GPK,Graphic Packaging Holding Company,Graphic Packaging Holding Company (GPK)
GPN,Global Payments Inc.,Global Payments Inc. (GPN)
GPOR,Gulfport Energy Corporation,Gulfport Energy Corporation (GPOR)
GPRE,"Green Plains, Inc.","Green Plains, Inc. (GPRE)"
GPS,"Gap, Inc. (The)","Gap, Inc. (The) (GPS)"
GPT,,GPT
GPX,GP Strategies Corporation,GP Strategies Corporation (GPX)
GRA,W.R. Grace & Co.,W.R. Grace & Co. (GRA)
GRC,Gorman-Rupp Company (The),Gorman-Rupp Company (The) (GRC)
GRIF,"Griffin Industrial Realty, Inc.","Griffin Industrial Realty, Inc. (GRIF)"
GRMN,Garmin Ltd.,Garmin Ltd. (GRMN)
GRPN,"Groupon, Inc.","Groupon, Inc. (GRPN)"
GRT,,GRT
GRUB,GrubHub Inc.,GrubHub Inc. (GRUB)
GS,"Goldman Sachs Group, Inc. (The)","Goldman Sachs Group, Inc. (The) (GS)"
GSAT,"Globalstar, Inc.","Globalstar, Inc. (GSAT)"
GSBC,"Great Southern Bancorp, Inc.","Great Southern Bancorp, Inc. (GSBC)"
GSBD,"Goldman Sachs BDC, Inc.","Goldman Sachs BDC, Inc. (GSBD)"
GSIG,,GSIG
GSIT,"GSI Technology, Inc.","GSI Technology, Inc. (GSIT)"
GSM,Ferroglobe PLC,Ferroglobe PLC (GSM)
GSOL,,GSOL
GST,,GST
GSVC,GSV Capital Corp,GSV Capital Corp (GSVC)
GT,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company (GT)
GTAT,,GTAT
GTI,,GTI
GTIV,,GTIV
GTLS,"Chart Industries, Inc.","Chart Industries, Inc. (GTLS)"
GTN,"Gray Television, Inc.","Gray Television, Inc. (GTN)"
GTS,Triple-S Management Corporation,Triple-S Management Corporation (GTS)
GTT,"GTT Communications, Inc.","GTT Communications, Inc. (GTT)"
GTXI,"GTx, Inc.","GTx, Inc. (GTXI)"
GTY,Getty Realty Corporation,Getty Realty Corporation (GTY)
GUID,,GUID
GVA,Granite Construction Incorporated,Granite Construction Incorporated (GVA)
GWR,"Genesee & Wyoming, Inc.","Genesee & Wyoming, Inc. (GWR)"
GWRE,"Guidewire Software, Inc.","Guidewire Software, Inc. (GWRE)"
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc. (GWW)"
GXP,,GXP
GY,,GY
H,Hyatt Hotels Corporation,Hyatt Hotels Corporation (H)
HA,"Hawaiian Holdings, Inc.","Hawaiian Holdings, Inc. (HA)"
HAE,Haemonetics Corporation,Haemonetics Corporation (HAE)
HAFC,Hanmi Financial Corporation,Hanmi Financial Corporation (HAFC)
HAIN,"The Hain Celestial Group, Inc.","The Hain Celestial Group, Inc. (HAIN)"
HAL,Halliburton Company,Halliburton Company (HAL)
HALL,"Hallmark Financial Services, Inc.","Hallmark Financial Services, Inc. (HALL)"
HALO,"Halozyme Therapeutics, Inc.","Halozyme Therapeutics, Inc. (HALO)"
HAR,,HAR
HAS,"Hasbro, Inc.","Hasbro, Inc. (HAS)"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","Hannon Armstrong Sustainable Infrastructure Capital, Inc. (HASI)"
HAWK,,HAWK
HAYN,"Haynes International, Inc.","Haynes International, Inc. (HAYN)"
HBAN,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated (HBAN)
HBCP,"Home Bancorp, Inc.","Home Bancorp, Inc. (HBCP)"
HBHC,,HBHC
HBI,Hanesbrands Inc.,Hanesbrands Inc. (HBI)
HBIO,"Harvard Bioscience, Inc.","Harvard Bioscience, Inc. (HBIO)"
HBNC,"Horizon Bancorp, Inc.","Horizon Bancorp, Inc. (HBNC)"
HCA,"HCA Healthcare, Inc.","HCA Healthcare, Inc. (HCA)"
HCBK,,HCBK
HCC,"Warrior Met Coal, Inc.","Warrior Met Coal, Inc. (HCC)"
HCCI,"Heritage-Crystal Clean, Inc.","Heritage-Crystal Clean, Inc. (HCCI)"
HCI,"HCI Group, Inc.","HCI Group, Inc. (HCI)"
HCKT,"The Hackett Group, Inc.","The Hackett Group, Inc. (HCKT)"
HCN,,HCN
HCOM,,HCOM
HCP,"HCP, Inc.","HCP, Inc. (HCP)"
HCSG,"Healthcare Services Group, Inc.","Healthcare Services Group, Inc. (HCSG)"
HCT,,HCT
HD,"Home Depot, Inc. (The)","Home Depot, Inc. (The) (HD)"
HDNG,,HDNG
HE,"Hawaiian Electric Industries, Inc.","Hawaiian Electric Industries, Inc. (HE)"
HEAR,Turtle Beach Corporation,Turtle Beach Corporation (HEAR)
HEES,"H&E Equipment Services, Inc.","H&E Equipment Services, Inc. (HEES)"
HEI,Heico Corporation,Heico Corporation (HEI)
HELE,Helen of Troy Limited,Helen of Troy Limited (HELE)
HELI,,HELI
HEOP,,HEOP
HERO,,HERO
HES,Hess Corporation,Hess Corporation (HES)
HF,"HFF, Inc.","HFF, Inc. (HF)"
HFC,HollyFrontier Corporation,HollyFrontier Corporation (HFC)
HFWA,Heritage Financial Corporation,Heritage Financial Corporation (HFWA)
HGG,,HGG
HGR,,HGR
HHC,Howard Hughes Corporation (The),Howard Hughes Corporation (The) (HHC)
HHS,"Harte-Hanks, Inc.","Harte-Hanks, Inc. (HHS)"
HI,Hillenbrand Inc,Hillenbrand Inc (HI)
HIBB,"Hibbett Sports, Inc.","Hibbett Sports, Inc. (HIBB)"
HIFS,Hingham Institution for Savings,Hingham Institution for Savings (HIFS)
HIG,"Hartford Financial Services Group, Inc. (The)","Hartford Financial Services Group, Inc. (The) (HIG)"
HII,"Huntington Ingalls Industries, Inc.","Huntington Ingalls Industries, Inc. (HII)"
HIIQ,"Health Insurance Innovations, Inc.","Health Insurance Innovations, Inc. (HIIQ)"
HIL,"Hill International, Inc.","Hill International, Inc. (HIL)"
HILL,,HILL
HITK,,HITK
HITT,,HITT
HIVE,"Aerohive Networks, Inc.","Aerohive Networks, Inc. (HIVE)"
HIW,"Highwoods Properties, Inc.","Highwoods Properties, Inc. (HIW)"
HK,Halcon Resources Corporation,Halcon Resources Corporation (HK)
HL,Hecla Mining Company,Hecla Mining Company (HL)
HLF,Herbalife Nutrition Ltd.,Herbalife Nutrition Ltd. (HLF)
HLIT,Harmonic Inc.,Harmonic Inc. (HLIT)
HLS,,HLS
HLSS,,HLSS
HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc. (HLT)
HLX,"Helix Energy Solutions Group, Inc.","Helix Energy Solutions Group, Inc. (HLX)"
HME,,HME
HMHC,Houghton Mifflin Harcourt Company,Houghton Mifflin Harcourt Company (HMHC)
HMN,Horace Mann Educators Corporation,Horace Mann Educators Corporation (HMN)
HMPR,,HMPR
HMST,"HomeStreet, Inc.","HomeStreet, Inc. (HMST)"
HMSY,HMS Holdings Corp,HMS Holdings Corp (HMSY)
HMTV,"Hemisphere Media Group, Inc.","Hemisphere Media Group, Inc. (HMTV)"
HNH,,HNH
HNI,HNI Corporation,HNI Corporation (HNI)
HNR,,HNR
HNRG,Hallador Energy Company,Hallador Energy Company (HNRG)
HNT,,HNT
HOFT,Hooker Furniture Corporation,Hooker Furniture Corporation (HOFT)
HOG,"Harley-Davidson, Inc.","Harley-Davidson, Inc. (HOG)"
HOLX,"Hologic, Inc.","Hologic, Inc. (HOLX)"
HOMB,"Home BancShares, Inc.","Home BancShares, Inc. (HOMB)"
HOME,At Home Group Inc.,At Home Group Inc. (HOME)
HON,Honeywell International Inc.,Honeywell International Inc. (HON)
HOS,Hornbeck Offshore Services,Hornbeck Offshore Services (HOS)
HOT,,HOT
HOV,Hovnanian Enterprises Inc,Hovnanian Enterprises Inc (HOV)
HP,"Helmerich & Payne, Inc.","Helmerich & Payne, Inc. (HP)"
HPE,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company (HPE)
HPP,"Hudson Pacific Properties, Inc.","Hudson Pacific Properties, Inc. (HPP)"
HPQ,HP Inc.,HP Inc. (HPQ)
HPT,Hospitality Properties Trust,Hospitality Properties Trust (HPT)
HPTX,,HPTX
HPY,,HPY
HR,Healthcare Realty Trust Incorporated,Healthcare Realty Trust Incorporated (HR)
HRB,"H&R Block, Inc.","H&R Block, Inc. (HRB)"
HRC,Hill-Rom Holdings Inc,Hill-Rom Holdings Inc (HRC)
HRG,,HRG
HRL,Hormel Foods Corporation,Hormel Foods Corporation (HRL)
HRS,Harris Corporation,Harris Corporation (HRS)
HRTG,"Heritage Insurance Holdings, Inc.","Heritage Insurance Holdings, Inc. (HRTG)"
HRTX,"Heron Therapeutics, Inc.  ","Heron Therapeutics, Inc.   (HRTX)"
HRZN,Horizon Technology Finance Corporation,Horizon Technology Finance Corporation (HRZN)
HSC,Harsco Corporation,Harsco Corporation (HSC)
HSH,,HSH
HSIC,"Henry Schein, Inc.","Henry Schein, Inc. (HSIC)"
HSII,"Heidrick & Struggles International, Inc.","Heidrick & Struggles International, Inc. (HSII)"
HSNI,,HSNI
HSP,,HSP
HST,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc. (HST)"
HSTM,"HealthStream, Inc.","HealthStream, Inc. (HSTM)"
HSY,Hershey Company (The),Hershey Company (The) (HSY)
HT,Hersha Hospitality Trust,Hersha Hospitality Trust (HT)
HTA,"Healthcare Trust of America, Inc.","Healthcare Trust of America, Inc. (HTA)"
HTBI,"HomeTrust Bancshares, Inc.","HomeTrust Bancshares, Inc. (HTBI)"
HTBK,Heritage Commerce Corp,Heritage Commerce Corp (HTBK)
HTCH,,HTCH
HTCO,,HTCO
HTGC,"Hercules Capital, Inc.","Hercules Capital, Inc. (HTGC)"
HTH,Hilltop Holdings Inc.,Hilltop Holdings Inc. (HTH)
HTLD,"Heartland Express, Inc.","Heartland Express, Inc. (HTLD)"
HTLF,"Heartland Financial USA, Inc.","Heartland Financial USA, Inc. (HTLF)"
HTS,,HTS
HTWR,,HTWR
HTZ,"Hertz Global Holdings, Inc","Hertz Global Holdings, Inc (HTZ)"
HUBG,"Hub Group, Inc.","Hub Group, Inc. (HUBG)"
HUB_B,,HUB_B
HUM,Humana Inc.,Humana Inc. (HUM)
HUN,Huntsman Corporation,Huntsman Corporation (HUN)
HURC,"Hurco Companies, Inc.","Hurco Companies, Inc. (HURC)"
HURN,Huron Consulting Group Inc.,Huron Consulting Group Inc. (HURN)
HVB,,HVB
HVT,"Haverty Furniture Companies, Inc.","Haverty Furniture Companies, Inc. (HVT)"
HW,,HW
HWAY,,HWAY
HWCC,Houston Wire & Cable Company,Houston Wire & Cable Company (HWCC)
HWKN,"Hawkins, Inc.","Hawkins, Inc. (HWKN)"
HXL,Hexcel Corporation,Hexcel Corporation (HXL)
HY,"Hyster-Yale Materials Handling, Inc.","Hyster-Yale Materials Handling, Inc. (HY)"
HZNP,Horizon Pharma plc,Horizon Pharma plc (HZNP)
HZO,"MarineMax, Inc.","MarineMax, Inc. (HZO)"
I,Intelsat S.A.,Intelsat S.A. (I)
IACI,,IACI
IART,Integra LifeSciences Holdings Corporation,Integra LifeSciences Holdings Corporation (IART)
IBCA,,IBCA
IBCP,Independent Bank Corporation,Independent Bank Corporation (IBCP)
IBKC,IBERIABANK Corporation,IBERIABANK Corporation (IBKC)
IBKR,,IBKR
IBM,International Business Machines Corporation,International Business Machines Corporation (IBM)
IBOC,International Bancshares Corporation,International Bancshares Corporation (IBOC)
